ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
99,3,804,15,2,audi a4,audi,A4,2,4,3,1,26,94819,1595,74,1200,5,4,448,173.5,141,6,11.30000019,11.30000019,9.533333778,190,12.39999962,41000,0.873536825,16048.54199,16048.54199,2.55474925,2.55474925,124.8803787,102.9788208,124.8803787,102.9788208,1,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
95,3,805,132,14,lancia kappa/k,lancia,kappa,3,5,5,0,4,2471,1998,107,1440,5,4,468.5,182.5,146,7.400000095,9.399999619,11.89999962,9.566666603,205,9.800000191,45145,1.065597296,21002.54102,18.01310539,2506.230957,2.149501801,127.7666702,122.2244873,118.9903564,103.9839935,0.000857663,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,805,132,14,lancia kappa/k,lancia,kappa,3,5,5,0,4,1742,1998,114,1440,5,4,468.5,182.5,146,7.400000095,9.399999619,11.89999962,9.566666603,205,9.800000191,47300,1.094313622,21533.53125,21.24641228,2226.258301,2.196574211,132.8326416,124.5365677,120.7606659,103.5505905,0.000986666,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,805,132,14,lancia kappa/k,lancia,kappa,3,5,5,0,4,1939,1998,114,1440,5,4,469,183,146,7.199999809,8.899999619,11.60000038,9.233333588,212,9.199999809,44500,1.001472712,18587.65625,18.89772797,2354.780518,2.394062042,135.5465393,126.1458588,122.8763962,104.6674423,0.001016682,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,805,132,14,lancia kappa/k,lancia,kappa,3,5,5,0,4,1822,1998,114,1465,5,4,468.5,182.5,146,7.300000191,14.80000019,14.80000019,12.30000019,212,9.199999809,50500,1.103182793,21197.83984,21.49757576,2349.102051,2.382318258,138.2105865,126.2884521,124.0390778,104.2550735,0.00101414,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,805,132,14,lancia kappa/k,lancia,kappa,3,5,5,0,4,1097,1998,113,1440,5,4,468.5,182.5,146,8.300000191,14.80000019,14.80000019,12.63333321,212,9.199999809,51100,1.088725209,20001.96289,20.20402145,2529.199463,2.55474925,140.5113983,125.198616,124.8803787,102.9788208,0.001010102,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
95,3,808,173,17,mitsubishi carisma,mitsubishi,carisma,4,8,3,0,13,4238,1597,66,1105,5,5,443.5,169.5,140.5,5.199999809,6.699999809,8.5,6.799999714,180,12,28990,0.684276581,13486.8457,12034.93652,2.408820391,2.149501801,114.3833313,106.3507996,118.9903564,103.9839935,0.892346203,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,808,173,17,mitsubishi carisma,mitsubishi,carisma,4,8,3,0,13,12044,1597,66,1105,5,5,443.5,169.5,140,5.199999809,6.699999809,8.5,6.799999714,180,12,28990,0.670700848,13197.82422,11769.16504,2.463216305,2.196574211,116.7583313,107.9401245,120.7606659,103.5505905,0.891750455,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,808,173,17,mitsubishi carisma,mitsubishi,carisma,4,8,3,0,13,19578,1597,66,1105,5,4,443.5,169.5,140,5.199999809,6.699999809,8.5,6.799999714,180,12,30990,0.697430074,12944.52637,11494.58984,2.696050882,2.394062042,119.2762375,110.4830399,122.8763962,104.6674423,0.887988448,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,808,173,17,mitsubishi carisma,mitsubishi,carisma,4,8,3,0,13,20777,1597,66,1105,5,4,443.5,169.5,140,6,9.5,9.5,8.333333015,180,12,31764,0.693891048,13333.23145,11831.79883,2.684629917,2.382318258,121.5962906,110.2986755,124.0390778,104.2550735,0.887391686,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,808,173,17,mitsubishi carisma,mitsubishi,carisma,4,8,3,0,13,12021,1597,73,1105,5,5,443.5,169.5,140,6,9.5,9.5,8.333333015,180,12,32990,0.702877581,12913.20508,11460.6875,2.878535748,2.55474925,124.2774963,111.3492889,124.8803787,102.9788208,0.887516916,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
94,3,809,121,34,kia sephia,kia,sephia,4,7,2,0,9,10622,1598,59,1040,4,4,428,169,139,5.199999809,7,9.600000381,7.266666889,165,11.19999981,21990,0.539169967,9555.098633,18.99949074,1157.399414,2.301389217,129.3166656,111.5666656,116.8400879,102.2087021,0.001988414,0.150000006,81410000,3.3203E+12,2.85804E+12,1.44274E+12,1.24188E+12,17721.86914,15254.6084
95,3,809,121,34,kia sephia,kia,sephia,4,7,2,0,9,9621,1598,59,1020,4,4,428,169,139,5.199999809,7,9.600000381,7.266666889,172,11.19999981,23990,0.566257179,11160.72559,20.40728378,1175.560669,2.149501801,135.0306396,116.8083344,118.9903564,103.9839935,0.001828491,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,809,121,34,kia sephia,kia,sephia,4,7,2,0,9,5776,1498,59,1030,4,5,436,169,139,5.199999809,7,9.600000381,7.266666889,172,11.19999981,20990,0.485616118,9555.789063,17.82742691,1177.399292,2.196574211,141.6803284,119.9333344,120.7606659,103.5505905,0.001865615,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,809,121,34,kia sephia,kia,sephia,4,7,2,0,9,7101,1498,59,1055,4,5,436,169,139,6.099999905,11,11,9.366666794,170,,24490,0.551147521,10229.47559,16.29175186,1503.214722,2.394062042,147.969986,124.8905029,122.8763962,104.6674423,0.001592628,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,809,121,34,kia sephia,kia,sephia,4,7,2,0,9,4101,1498,59,1055,5,4,442.5,171,141,6.099999905,11,11,9.366666794,170,11.80000019,21173,0.462528467,8887.561523,11.63583946,1819.636597,2.382318258,159.0932159,140.4620209,124.0390778,104.2550735,0.001309228,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,809,121,34,kia sephia,kia,sephia,4,7,2,0,9,2489,1498,59,1040,5,5,442.5,171,141,6.099999905,11,11,9.366666794,170,11.80000019,21190,0.451469392,8294.356445,13.11465263,1615.75,2.55474925,160.3826294,137.5710144,124.8803787,102.9788208,0.001581154,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
94,3,817,223,22,renault nevada,renault,nevada,1,3,3,0,18,1550,1721,66,1075,5,5,469.5,172.5,142.5,6.300000191,8,10.5,8.266666412,179,11.5,29500,0.723306656,12818.34473,3740.68457,7.886257172,2.301389217,109.6758118,95.38136292,116.8400879,102.2087021,0.291822731,0.150000006,81410000,3.3203E+12,2.85804E+12,1.44274E+12,1.24188E+12,17721.86914,15254.6084
94,3,818,223,22,renault laguna,renault,laguna,1,3,3,0,18,18617,1794,66,1225,5,5,451,175,143.5,6.300000191,8,11.19999981,8.5,180,13.89999962,29500,0.723306656,12818.34473,3740.68457,7.886257172,2.301389217,109.6758118,95.38136292,116.8400879,102.2087021,0.291822731,0.150000006,81410000,3.3203E+12,2.85804E+12,1.44274E+12,1.24188E+12,17721.86914,15254.6084
95,3,818,223,22,renault laguna,renault,laguna,1,3,3,0,18,27766,1794,66,1225,5,5,451,175,143.5,6.300000191,8,11.19999981,8.5,180,13.89999962,30650,0.723459005,14259.11816,4104.910645,7.466666698,2.149501801,111.6259689,101.2157974,118.9903564,103.9839935,0.287879705,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,818,223,22,renault laguna,renault,laguna,1,3,3,0,18,30996,1783,66,1225,5,5,451,175,143,6.199999809,8.199999809,11.19999981,8.533332825,180,13.89999962,31750,0.734555125,14454.32617,4267.016113,7.440796852,2.196574211,113.8678207,98.46433258,120.7606659,103.5505905,0.295206845,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,818,223,22,renault laguna,renault,laguna,1,3,3,0,18,27931,1783,66,1225,5,5,451,175,143,12,7.699999809,6.900000095,8.866666794,180,13.5,29990,0.674925089,12526.82617,3729.478516,8.041338921,2.394062042,115.2346039,97.90906525,122.8763962,104.6674423,0.29771933,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,818,223,22,renault laguna,renault,laguna,1,3,3,0,18,28641,1598,79,1225,5,5,451,175,143,7,12,12,10.33333302,180,13.5,33200,0.725260735,13936.00488,4146.707031,8.006353378,2.382318258,115.9778519,97.07524109,124.0390778,104.2550735,0.29755348,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,818,223,22,renault laguna,renault,laguna,1,3,3,0,18,28372,1598,79,1230,5,5,451,175,143,6,10.10000038,10.10000038,8.733333588,195,11.5,33200,0.707351744,12995.4043,3874.766602,8.568258286,2.55474925,116.6212311,95.64893341,124.8803787,102.9788208,0.298164368,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
94,3,823,248,25,seat cordoba,seat,cordoba,5,10,2,0,26,15366,1391,44,945,5,4,411,164,141.5,5.300000191,7.099999905,8.399999619,6.933333397,157,16.10000038,21740,0.533040226,9446.467773,113.7106323,191.1870422,2.301389217,122.8727341,109.9735107,116.8400879,102.2087021,0.01203737,0.150000006,81410000,3.3203E+12,2.85804E+12,1.44274E+12,1.24188E+12,17721.86914,15254.6084
95,3,823,248,25,seat cordoba,seat,cordoba,5,10,2,0,26,13903,1391,44,1020,5,4,411,164,141.5,5.300000191,7.099999905,8.399999619,6.933333397,157,16.10000038,21740,0.513148427,10113.97168,115.2131424,188.6937561,2.149501801,128.6183777,117.0004959,118.9903564,103.9839935,0.011391483,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,823,248,25,seat cordoba,seat,cordoba,5,10,2,0,26,13277,1391,44,1020,5,4,411,164,141,5.099999905,7,8,6.699999809,157,15.60000038,20670,0.478212744,9410.107422,111.6991882,185.0505829,2.196574211,133.1936798,118.9372635,120.7606659,103.5505905,0.011870129,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,823,248,25,seat cordoba,seat,cordoba,5,10,2,0,26,12427,1390,44,975,5,4,414,164,142,5.300000191,8.800000191,8.800000191,7.633333683,157,15.60000038,23390,0.526392043,9770.005859,115.1918488,203.0525665,2.394062042,135.8202209,120.1705017,122.8763962,104.6674423,0.011790356,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,823,248,25,seat cordoba,seat,cordoba,5,10,2,0,26,11058,1390,44,975,5,4,414,164,142,5.300000191,8.800000191,8.800000191,7.633333683,157,15.69999981,24490,0.534988999,10279.90234,121.0498276,202.313385,2.382318258,138.2983704,119.3722382,124.0390778,104.2550735,0.011775387,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,823,248,25,seat cordoba,seat,cordoba,5,10,2,0,26,11200,1390,44,975,5,4,414.5,164,142,5.300000191,8.800000191,8.800000191,7.633333683,157,15.69999981,25990,0.553737104,10173.20996,119.5837936,217.3371429,2.55474925,141.5123749,120.1887589,124.8803787,102.9788208,0.011754775,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
96,3,850,62,7,fiat bravo/brava,fiat,brava/o,3,5,2,0,4,37610,1370,55,1010,5,4,402.5,175.5,141,5.199999809,7,9,7.066666603,170,13.89999962,23140,0.535357654,10534.58594,10.39412212,2226.258301,2.196574211,132.8326416,124.5365677,120.7606659,103.5505905,0.000986666,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,850,62,7,fiat bravo/brava,fiat,brava/o,3,5,2,0,4,33215,1370,59,1010,5,3,403,176,141,5.199999809,7,9,7.066666603,170,13.80000019,22940,0.516264796,9582.041016,9.741884232,2354.780518,2.394062042,135.5465393,126.1458588,122.8763962,104.6674423,0.001016682,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,850,62,7,fiat bravo/brava,fiat,brava/o,3,5,2,0,4,22831,1370,59,1010,5,3,403,176,142,5.199999809,7,9,7.066666603,170,13.80000019,23139,0.505476177,9712.807617,9.850147247,2349.102051,2.382318258,138.2105865,126.2884521,124.0390778,104.2550735,0.00101414,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,850,62,7,fiat bravo/brava,fiat,brava/o,3,5,2,0,4,14723,1242,60,1510,5,3,402.5,175.5,142,5.300000191,9.399999619,9.399999619,8.033332825,173,12.5,24750,0.527317941,9687.838867,9.785704613,2529.199463,2.55474925,140.5113983,125.198616,124.8803787,102.9788208,0.001010102,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
96,3,851,204,20,peugeot 406,peugeot,406,1,3,3,0,16,12539,1580,65,1240,5,4,456,176.5,139,5.699999809,7.199999809,10.19999981,7.699999809,175,15.30000019,31190,0.721599162,14199.38379,4191.755371,7.440796852,2.196574211,113.8678207,98.46433258,120.7606659,103.5505905,0.295206845,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,851,204,20,peugeot 406,peugeot,406,1,3,3,0,16,16097,1761,81,1275,5,4,456,176.5,140,6.400000095,11.89999962,11.89999962,10.0666666,192,12.5,34200,0.769671142,14285.34375,4253.022949,8.041338921,2.394062042,115.2346039,97.90906525,122.8763962,104.6674423,0.29771933,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,851,204,20,peugeot 406,peugeot,406,1,3,3,0,16,17373,1761,66,1275,5,4,456,176.5,140,6.400000095,11.89999962,11.89999962,10.0666666,192,12.5,33400,0.729629755,14019.95703,4171.687012,8.006353378,2.382318258,115.9778519,97.07524109,124.0390778,104.2550735,0.29755348,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,851,204,20,peugeot 406,peugeot,406,1,3,3,0,16,19113,1761,66,1245,5,4,460,176.5,140,6.400000095,11.80000019,11.80000019,10,181,14.60000038,33900,0.72226578,13269.4043,3956.463379,8.568258286,2.55474925,116.6212311,95.64893341,124.8803787,102.9788208,0.298164368,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
95,3,852,254,26,skoda felicia,skoda,felicia,9,2,1,0,26,18639,1289,40,895,5,5,385.5,163.5,141.5,5.699999809,7.699999809,8,7.133333206,145,17,15590,0.367984533,7252.843262,388.4988403,40.12881851,2.149501801,252.6427612,231.7528687,118.9903564,103.9839935,0.05356504,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,852,254,26,skoda felicia,skoda,felicia,9,2,1,0,26,21194,1289,40,935,5,4,385.5,163.5,142,5.699999809,7.699999809,8,7.133333206,145,17,15990,0.369938165,7279.51709,405.0791321,39.47377014,2.196574211,274.9228516,242.7981262,120.7606659,103.5505905,0.055646427,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,852,254,26,skoda felicia,skoda,felicia,9,2,1,0,26,21133,1289,40,935,5,5,385.5,163.5,142,5.699999809,7.699999809,8,7.133333206,145,17,15990,0.359855026,6679.024902,362.4046631,44.12194824,2.394062042,298.1481323,254.7952576,122.8763962,104.6674423,0.054260116,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,852,254,26,skoda felicia,skoda,felicia,9,2,1,0,26,18393,1289,40,935,5,5,388.5,163.5,142,5,8.800000191,8.800000191,7.533333302,145,15.5,16990,0.371149987,7131.708984,393.7815247,43.14575195,2.382318258,329.9825439,267.1404724,124.0390778,104.2550735,0.055215593,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,852,254,26,skoda felicia,skoda,felicia,9,2,1,0,26,17903,1289,40,935,5,5,388.5,163.5,142,5,8.800000191,8.800000191,7.533333302,151,15.5,15990,0.340679348,6258.931152,332.6035767,48.07524872,2.55474925,336.9622803,269.8182983,124.8803787,102.9788208,0.053140637,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
95,3,853,263,28,suzuki baleno,suzuki,baleno,4,6,3,0,24,5550,1298,63,890,5,3,387,169,139.5,5.199999809,6.900000095,7.599999905,6.566666603,170,,19980,0.471605599,9295.176758,139.4582214,143.2687073,2.149501801,107.019165,92.17903137,118.9903564,103.9839935,0.015003289,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,853,263,28,suzuki baleno,suzuki,baleno,4,6,3,0,24,11043,1298,63,910,5,3,387,169,139,5.199999809,6.900000095,7.599999905,6.566666603,170,,19980,0.46224916,9095.982422,124.9222488,159.9394836,2.196574211,107.16185,92.27890015,120.7606659,103.5505905,0.013733784,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,853,263,28,suzuki baleno,suzuki,baleno,4,6,3,0,24,9457,1298,63,870,5,4,387,169,139,5.5,8.5,8.5,7.5,170,,22400,0.504112065,9356.482422,133.4579773,167.8430939,2.394062042,108.9899445,93.67706299,122.8763962,104.6674423,0.014263691,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,853,263,28,suzuki baleno,suzuki,baleno,4,6,3,0,24,8243,1298,63,870,5,3,387,169,139,5.5,8.5,8.5,7.5,170,,21500,0.469671875,9024.822266,120.75383,178.0481873,2.382318258,109.6989975,92.21363068,124.0390778,104.2550735,0.013380188,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,853,263,28,suzuki baleno,suzuki,baleno,4,6,3,0,24,5543,1298,63,915,5,3,390,169,139,5.5,8.5,8.5,7.5,160,,21800,0.464465916,8533.126953,142.0681305,153.4475098,2.55474925,109.3468323,89.11408234,124.8803787,102.9788208,0.016649012,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
95,3,870,43,35,daewoo nexia,daewoo,nexia,4,7,2,0,29,8712,1498,55,915,5,5,448,166,136,5.300000191,6.5,8.800000191,6.866666794,163,12.5,21900,0.516925037,10188.40723,18.62940788,1175.560669,2.149501801,135.0306396,116.8083344,118.9903564,103.9839935,0.001828491,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,870,43,35,daewoo nexia,daewoo,nexia,4,7,2,0,29,12865,1498,55,940,5,5,426,166,139,5.099999905,6.300000191,9.300000191,6.900000095,163,12.5,22500,0.520550847,10243.22363,19.10991478,1177.399292,2.196574211,141.6803284,119.9333344,120.7606659,103.5505905,0.001865615,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
95,3,871,42,35,daewoo espero,daewoo,espero,4,7,3,0,29,5477,1796,66,1110,5,4,461.5,172,138,5.699999809,7,11.80000019,8.166666985,180,12.80000019,27900,0.658548355,12979.75195,23.73335648,1175.560669,2.149501801,135.0306396,116.8083344,118.9903564,103.9839935,0.001828491,0.150000006,81660000,3.4596E+12,2.91366E+12,1.60949E+12,1.35551E+12,19709.64063,16599.37891
96,3,871,42,35,daewoo espero,daewoo,espero,4,7,3,0,29,6155,1796,66,1085,5,4,461.5,172,138,5.699999809,7.099999905,11.80000019,8.199999809,180,11,28900,0.668618679,13156.85156,24.54562378,1177.399292,2.196574211,141.6803284,119.9333344,120.7606659,103.5505905,0.001865615,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
96,3,875,185,18,nissan almera,nissan,almera,4,6,2,0,14,23541,1392,55,1035,5,3,412,169,139,5.199999809,6.599999905,8,6.599999905,172,12.60000038,21395,0.494986027,9740.166992,133.7693481,159.9394836,2.196574211,107.16185,92.27890015,120.7606659,103.5505905,0.013733784,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,875,185,18,nissan almera,nissan,almera,4,6,2,0,14,22470,1392,55,1035,5,5,412,169,139,5.199999809,6.599999905,8,6.599999905,172,12.60000038,21395,0.481494546,8936.694336,127.4702454,167.8430939,2.394062042,108.9899445,93.67706299,122.8763962,104.6674423,0.014263691,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,875,185,18,nissan almera,nissan,almera,4,6,2,0,14,23944,1392,55,1035,5,3,412,169,139,5.199999809,6.599999905,8,6.599999905,172,12.60000038,24395,0.532913744,10240.02539,137.0134735,178.0481873,2.382318258,109.6989975,92.21363068,124.0390778,104.2550735,0.013380188,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,875,185,18,nissan almera,nissan,almera,4,6,2,0,14,15512,1392,55,1035,5,3,412,169,139,5.800000191,9.199999809,9.199999809,8.066666603,172,12.60000038,24395,0.51975441,9548.882813,158.9794464,153.4475098,2.55474925,109.3468323,89.11408234,124.8803787,102.9788208,0.016649012,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
96,3,876,224,22,renault mégane,renault,mégane,1,3,2,0,18,62809,1390,51,1015,5,5,413,170,142,5.400000095,7.400000095,8.300000191,7.033333302,170,14.30000019,22500,0.520550847,10243.22363,3023.869629,7.440796852,2.196574211,113.8678207,98.46433258,120.7606659,103.5505905,0.295206845,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,876,224,22,renault mégane,renault,mégane,1,3,2,0,18,80822,1390,55,1015,5,5,413,170,142,5.400000095,7.400000095,8.300000191,7.033333302,170,14.30000019,23490,0.528642535,9811.775391,2921.155273,8.041338921,2.394062042,115.2346039,97.90906525,122.8763962,104.6674423,0.29771933,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,876,224,22,renault mégane,renault,mégane,1,3,2,0,18,40542,1390,55,1015,5,5,413,170,142,6,10.39999962,10.39999962,8.933333397,170,14.30000019,23990,0.524066389,10070.02344,2996.370361,8.006353378,2.382318258,115.9778519,97.07524109,124.0390778,104.2550735,0.29755348,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,876,224,22,renault mégane,renault,mégane,1,3,2,0,18,44485,1390,55,1015,5,5,413,170,142,5.199999809,9,9,7.733333111,170,13.80000019,25500,0.543297291,9981.410156,2976.10083,8.568258286,2.55474925,116.6212311,95.64893341,124.8803787,102.9788208,0.298164368,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
97,3,880,16,2,audi a3,audi,A3,2,4,2,1,26,65040,1595,74,1090,5,3,415,173.5,142,5.900000095,10.5,10.5,8.966667175,188,11.30000019,32000,0.720160127,13366.4043,13366.4043,2.394062042,2.394062042,122.8763962,104.6674423,122.8763962,104.6674423,1,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,880,16,2,audi a3,audi,A3,2,4,2,1,26,60003,1595,74,1090,5,3,415,173.5,142,5.900000095,10.5,10.5,8.966667175,188,11.30000019,32930,0.719362557,13822.66992,13822.66992,2.382318258,2.382318258,124.0390778,104.2550735,124.0390778,104.2550735,1,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,880,16,2,audi a3,audi,A3,2,4,2,1,26,61298,1595,74,1090,5,3,415,173.5,142.5,5.900000095,10.5,10.5,8.966667175,188,11,33400,0.71161294,13073.69043,13073.69043,2.55474925,2.55474925,124.8803787,102.9788208,124.8803787,102.9788208,1,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
96,3,882,31,4,citroen saxo,citroen,saxo,1,3,1,0,16,10908,954,33,805,5,3,372,159.5,138,4.699999809,6.400000095,6.400000095,5.833333492,149,19.10000038,17600,0.407186449,8012.477051,2365.338135,7.440796852,2.196574211,113.8678207,98.46433258,120.7606659,103.5505905,0.295206845,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,882,31,4,citroen saxo,citroen,saxo,1,3,1,0,16,12558,954,33,805,5,3,372,159.5,138,4.699999809,6.400000095,6.900000095,6,149,19.10000038,18940,0.426244766,7911.240234,2355.329102,8.041338921,2.394062042,115.2346039,97.90906525,122.8763962,104.6674423,0.29771933,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,882,31,4,citroen saxo,citroen,saxo,1,3,1,0,16,10742,954,33,805,5,3,372,159.5,138,5.099999905,8.300000191,8.300000191,7.233333588,149,19.10000038,18050,0.394305915,7576.65332,2254.459473,8.006353378,2.382318258,115.9778519,97.07524109,124.0390778,104.2550735,0.29755348,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
99,3,882,31,4,citroen saxo,citroen,saxo,1,3,1,0,16,11284,954,33,805,5,3,372,159.5,138,5.099999905,8.300000191,8.300000191,7.233333588,149,19.10000038,17100,0.364328772,6693.416016,1995.738159,8.568258286,2.55474925,116.6212311,95.64893341,124.8803787,102.9788208,0.298164368,0.159999996,82020000,3.84966E+12,,1.50686E+12,,18371.91016,
96,3,884,120,34,kia clarus,kia,clarus,4,7,3,0,9,1054,1793,85,1295,5,4,469.5,177,142,6.800000191,9,10.89999962,8.899999619,194,,28490,0.659133077,12970.19727,24.19739914,1177.399292,2.196574211,141.6803284,119.9333344,120.7606659,103.5505905,0.001865615,0.150000006,81900000,3.54E+12,2.95241E+12,1.6116E+12,1.3441E+12,19677.66016,16411.44141
97,3,884,120,34,kia clarus,kia,clarus,4,7,3,0,9,2493,1793,85,1220,5,4,470,177,142,7.800000191,12.10000038,12.10000038,10.66666698,185,10.69999981,28490,0.641167581,11900.27637,18.95271492,1503.214722,2.394062042,147.969986,124.8905029,122.8763962,104.6674423,0.001592628,0.150000006,82060000,3.6463E+12,3.01068E+12,1.52306E+12,1.25756E+12,18560.32227,15324.90137
98,3,884,120,34,kia clarus,kia,clarus,4,7,3,0,9,2841,1793,85,1220,5,4,469.5,177,142,7.800000191,12.10000038,12.10000038,10.66666698,185,10.69999981,28738,0.627787411,12063.04004,15.79326344,1819.636597,2.382318258,159.0932159,140.4620209,124.0390778,104.2550735,0.001309228,0.159999996,82020000,3.7546E+12,2.77135E+12,1.57603E+12,1.1633E+12,19215.16406,14183.12207
